AlgaeGroup,OrganismCode,FinalID,AlgaeList,Habit,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,Phylum,Class,Order,Family,Genus
SoftAlgae,318263284,Trachelomonas sp 1,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
SoftAlgae,318541948,Nostoc cf spongiaeforme,SoftAlgae_2012,NA,Yes,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
SoftAlgae,322320965,Schizothrix sp 1,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix
Diatom,322402950,Gomphoneis herculeana var septiceps,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphoneis
Diatom,322696363,Navicula elginensis var cuneata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_75,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,324534104,Chlorophyta 5,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,,,,
SoftAlgae,324896237,Microcoleus cf lacustris,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Microcoleus
SoftAlgae,328334160,Tetrastrum triangulare,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Diatom,328516427,Diatoma mesodon,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,OS,NA,M,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatom,328889678,Navicula reinhardtii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_75,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,329137578,Frustulia vulgaris,Diatom_2012,BN,NA,NA,NA,NA,high,NA,MM,NAHON,DO_100,FB,BM,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia
SoftAlgae,330482666,Geitlerinema cf splendidum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
Diatom,331828535,Rhopalodia gibba var ventricosa,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia
SoftAlgae,331960865,Gloeocapsopsis cf pleurocapsoides,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis
SoftAlgae,333729906,Mougeotia sp 7 ,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Mougeotia
Diatom,335630025,Navicula gregaria,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NAHON,DO_30,BF,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,340953908,Gonatozygon cf monotaenium,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Peniaceae,Gonatozygon
SoftAlgae,341632202,Stigeoclonium lubricum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Stigeoclonium
Diatom,344646269,Pleurosigma sp 1 SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma
Diatom,344652956,Nitzschia cf valdecostata SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,345175949,Hippodonta cf costulata SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Hippodonta
Diatom,346464332,Encyonopsis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis
SoftAlgae,346994371,Klebsormidium subtilissimum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium
Diatom,350071935,Fragilaria alpestris,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria
Diatom,350572989,Thalassionema nitzschioides,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Thalassionema
SoftAlgae,351071207,Closterium cf acerosum,SoftAlgae_2012,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Diatom,352678978,Pinnularia sp A SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
SoftAlgae,352693641,Chlorogloea rivularis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Chlorogloea
Diatom,352808111,Fragilariforma,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilariforma
SoftAlgae,352821302,Cosmarium speciosum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Diatom,355548277,Nitzschia sp 3 SCCWRP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,355756374,Cyclostephanos tholiformis,Diatom_2012,P,NA,NA,NA,NA,high,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos
Diatom,356719271,Nitzschia flexoides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,356751943,Navicula oppugnata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,FB,OS,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,357465146,Trachelomonas hispida var crenulatocollis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
SoftAlgae,359213054,Euglena cf variabilis,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena
Diatom,359851976,Eolimna subminuscula,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NHHONO,DO_30,FB,AMPS,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Eolimna
SoftAlgae,360895738,Nostoc spongiaeforme,SoftAlgae_2012,NA,Yes,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Diatom,363802545,Pinnularia appendiculata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,F,OS,NA,OM,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
Diatom,364088248,Navicula sp F SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,364178664,Geitlerinema sp 2,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Geitlerinema
SoftAlgae,365210724,Ophiocytium cochleare,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium
SoftAlgae,367362644,Tetrastrum cf komarekii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Diatom,368886760,Geissleria acceptata,Diatom_2012,BN,NA,NA,NA,NA,high,NA,MM,NA,DO_100,F,BM,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Geissleria
SoftAlgae,369609730,Gloeocapsa cf fusco-lutea,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Diatom,373876492,Fallacia litoricola,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia
Diatom,375100123,Plagiotropis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Plagiotropidaceae,Plagiotropis
Diatom,375389986,Navicula radiosa var tenella,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,375975049,Cymbopleura subcuspidata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Diatom,377209876,Bacillariophyceae 7,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,,,
SoftAlgae,377964350,Trachelomonas abrupta,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
SoftAlgae,379506021,Microspora cf tumidula,SoftAlgae_2012,NA,No,low,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Microsporales,Microsporaceae,Microspora
Diatom,380110186,Navicula sp 3 CAL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,381228276,Oedogonium stellatum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium
SoftAlgae,385546968,Euastrum bidentatum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
SoftAlgae,386333791,Gloeobotrys cf limneticus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Mischococcales,Gloeobotrydaceae,Gloeobotrys
SoftAlgae,387308159,Tetrasporidium cf javanicum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Tetrasporidium
Diatom,387752345,Navicula schroeteri,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,DO_100,BF,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,388165826,Navicula kotschyi,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,DO_100,FB,OS,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,390479679,Cocconeis neodiminuta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,FB,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis
Diatom,392411252,Nitzschia umbonata,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_10,FB,PS,NA,PH,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,392571404,Gloeocystis cf polydermatica,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Gloeocystis
SoftAlgae,392760934,Palmellopsis sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Palmellopsis
Diatom,393556836,Fistulifera,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera
SoftAlgae,395395934,Aphanocapsa rivularis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
SoftAlgae,397498421,Closterium incurvum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Diatom,398351615,Tabellaria flocculosa,Diatom_2012,P,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,BM,NA,M,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Tabellaria
Diatom,400292662,Fallacia insociabilis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia
SoftAlgae,400637412,Planktothrix cf agardhii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Planktothrix
Diatom,401501906,Mastogloia smithii var lacustris,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Mastogloiaceae,Mastogloia
Diatom,401541415,Encyonopsis sp B SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis
Diatom,402626740,Caloneis cf clevei SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
SoftAlgae,405279874,Chlorophyta 12,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,,,,
Diatom,405714454,Tryblionella littoralis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,DO_50,B,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Diatom,411513090,Eunotia soleirolii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
SoftAlgae,413309687,Gloeocapsa atrata,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
SoftAlgae,413929866,Spirogyra setiformis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
SoftAlgae,414863199,Anabaena iyengarii,SoftAlgae_2012,NA,Yes,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena
Diatom,417363325,Navicula sp C SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,417469662,Chroococcopsis gigantea,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
Diatom,418519064,Hippodonta costulata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,FB,BM,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Hippodonta
Diatom,420514026,Eunotia muscicola,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
Diatom,425790468,Nitzschia dissipata var media,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,430134598,Chlorophyta 7,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,,,,
Diatom,430518479,Stauroneis kriegeri,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_75,FB,BM,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
SoftAlgae,430543031,Trachelomonas bacillifera,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Diatom,431345723,Fragilaria famelica,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria
Diatom,432921171,Gomphoneis herculeana,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphoneis
Diatom,434992680,Caloneis alpestris,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,FB,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Diatom,435236118,Gomphonema mexicanum,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
Diatom,441505268,Psammothidium sacculum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium
SoftAlgae,442496478,Radiofilum cf conjunctivum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Radiofilum
Diatom,446138572,Navicula longa,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,446273236,Achnanthidium sp 1 SWAMP JR,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium
SoftAlgae,446456466,Bulbochaete mirabilis,SoftAlgae_2012,NA,No,NI,NA,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Bulbochaete
Diatom,447231345,Gomphonema sp A SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema
SoftAlgae,451350924,Anabaena,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena
SoftAlgae,452464520,Geitlerinema lemmermannii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Geitlerinema
SoftAlgae,453325378,Spirogyra cf bellis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
SoftAlgae,457086180,Chlorophyta 9,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,,,,
SoftAlgae,457487968,Aphanothece sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Diatom,459223375,Achnanthes,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthes
SoftAlgae,460999680,Dichothrix sp 1,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Diatom,462656984,Nitzschia minuta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,463851857,Amphipleura sp 1 SCCWRP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Amphipleura
Diatom,464009095,Nitzschia parvula,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,465941394,Merismopedia cf glauca,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia
SoftAlgae,466007169,Chlorophyta 15,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,,,,
Diatom,467159748,Nitzschia sp 10 SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,469250368,Closterium praelongum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
SoftAlgae,470047760,Microchaete cf investiens,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Microchaetaceae,Microchaete 
SoftAlgae,473316445,Closterium cf ehrenbergii,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Diatom,474539621,Geissleria punctifera,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Geissleria
SoftAlgae,478232952,Dinobryon cf divergens,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon
Diatom,479636330,Tryblionella debilis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NAHON,DO_100,FB,AM,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
SoftAlgae,481538285,Calothrix cf epiphytica,SoftAlgae_2012,NA,Yes,NI,NI,NI,low,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix
Diatom,482073081,Campylodiscus clypeus,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus
SoftAlgae,483269320,Crucigeniella cf apiculata,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,,,Crucigeniella
